-2.278809683531135575e-15,0.000000000000000000e+00,-9.737364522081867135e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.908962652134736966e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.137880171026104065e-16,1.292828751610611960e-15,0.000000000000000000e+00,2.220777025987013211e-15,5.245910816854931409e-16,-1.394986264417967277e-15,-1.406983251614164861e-15,1.827830707864566381e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.212906829964216953e-15,1.287837829870841810e-15,4.814342326527774516e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.309898339093122100e-15,-2.091985719437721523e-15,0.000000000000000000e+00,0.000000000000000000e+00,-9.750547286096143865e-16,0.000000000000000000e+00,-1.595884515067910063e-15,3.026133822853028105e-17,0.000000000000000000e+00,-2.033921780609181070e-15,0.000000000000000000e+00,0.000000000000000000e+00,-1.658161795369636733e-15,0.000000000000000000e+00,2.129931810265184616e-15,3.969364509192544806e-16,4.668763505592645875e-16,9.102468993086757463e-17,-9.179208911673764556e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.591122308394704383e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.060454587465273692e-16,-5.344156312524396630e-16,0.000000000000000000e+00,0.000000000000000000e+00,-1.286270178534184283e-15,6.692376825039156367e-16,-1.054204818882972339e-15,-2.407362448471305586e-15,0.000000000000000000e+00,4.084301830518671500e-18,0.000000000000000000e+00,-2.231000370768109226e-15,0.000000000000000000e+00,0.000000000000000000e+00,-1.110106259963973206e-15,3.177722382461955465e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.009518300595386798e-16,2.300866009163691263e-15,0.000000000000000000e+00,0.000000000000000000e+00,-6.008977818064918353e-16,1.758374040278563821e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.074053612030953155e-16,8.307951394205711121e-16,0.000000000000000000e+00,-1.721151055544569398e-15,0.000000000000000000e+00,-1.173630586870045258e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.259956351754756663e-16,-2.870475397495423319e-16,0.000000000000000000e+00,1.280039934193839623e-16,0.000000000000000000e+00,0.000000000000000000e+00,1.383378845076416679e-16,5.559348990065409670e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.536166496474597087e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.288063563527262360e-16,3.603315146523343097e-16,-8.318436288380617865e-17,1.628194377508846175e-16,0.000000000000000000e+00,-1.267628380029481997e-16,0.000000000000000000e+00,3.158255096315731799e-16,0.000000000000000000e+00,4.031637328229167564e-16,0.000000000000000000e+00,-6.490935927608933667e-17,-5.298498705548056232e-16,-8.187386442346816282e-17,-3.520677694736874626e-16,0.000000000000000000e+00,0.000000000000000000e+00,-3.852533087529170541e-16,0.000000000000000000e+00,0.000000000000000000e+00,-1.866211835437019250e-16,0.000000000000000000e+00,-4.801229851747479301e-16,0.000000000000000000e+00,0.000000000000000000e+00
1.882583375816131874e-16,1.086199209360454237e-68,1.473408022946795873e-78,-2.220446049250313081e-16
