-5.931963467448503876e+10,-1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.178347033042339706e+10
5.931963467448503876e+10,1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,-4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.178347033042339706e+10
5.931963467448503876e+10,1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,-4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.178347033042339706e+10
5.931963467448503876e+10,1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,-4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.178347033042339706e+10
-5.931963467448503876e+10,-1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.178347033042339706e+10
-5.931963467448503876e+10,-1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.178347033042339706e+10
5.931963467448503876e+10,1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,-4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.178347033042339706e+10
-5.931963467448503876e+10,-1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.178347033042339706e+10
5.931963467448503876e+10,1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,-4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.178347033042339706e+10
5.931963467448503876e+10,1.009944149599131775e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.189532860172270050e+11,0.000000000000000000e+00,0.000000000000000000e+00,-4.209466078718100739e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.178347033042339706e+10
